sms_msg,sms_resDate,category,status
"금일(2일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 686명 입니다.",2024.10.2 5:38,사람,입항 예정
"금일(3일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:35분이며, 탑승인원은 1099명 입니다.",2024.10.3 5:38,사람,입항 예정
"금일(4일) 울릉크루즈 울릉(사동항) 입항 예정시간은 08:40분이며, 탑승인원은 1077명 입니다.",2024.10.4 7:28,사람,입항 예정
"금일(5일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 852명 입니다.",2024.10.5 5:39,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 694명 입니다.",2024.10.6 5:51,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 699명 입니다.",2024.10.7 5:35,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 453명 입니다.",2024.10.8 5:43,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 802명 입니다.",2024.10.9 5:37,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 716명 입니다.",2024.10.10 5:49,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 624명 입니다.",2024.10.11 5:53,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 986명 입니다.",2024.10.12 5:30,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 532명 입니다.",2024.10.13 5:35,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 638명 입니다.",2024.10.14 5:27,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 993명 입니다.",2024.10.15 6:01,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 498명 입니다.",2024.10.16 5:41,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 604명 입니다.",2024.10.17 5:56,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 575명 입니다.",2024.10.18 5:50,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 02:50분이며, 탑승인원은 792명 입니다",2024.10.19 0:44,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 919명 입니다.",2024.10.21 5:57,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 863명 입니다.",2024.10.22 5:44,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 559명 입니다.",2024.10.23 5:23,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 648명 입니다.",2024.10.24 5:16,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 906명 입니다.",2024.10.25 5:26,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1172명 입니다.",2024.10.26 5:20,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 574명 입니다.",2024.10.27 5:38,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 593명 입니다.",2024.10.28 5:31,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 689명 입니다.",2024.10.29 5:21,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 423명 입니다",2024.10.30 5:27,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 636명 입니다",2024.10.31 5:31,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 488명 입니다",2024.11.1 5:40,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 999명 입니다",2024.11.2 5:27,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 467명 입니다.",2024.11.3 5:00,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:35분이며, 탑승인원은 641명 입니다.",2024.11.4 5:51,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 597명 입니다.",2024.11.5 6:05,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 621명 입니다.",2024.11.6 6:00,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 475명 입니다.",2024.11.7 5:40,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 582명 입니다.",2024.11.8 5:45,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 834명 입니다.",2024.11.9 5:31,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 281명 입니다.",2024.11.10 5:40,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 571명 입니다.",2024.11.11 5:12,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 437명 입니다.",2024.11.12 6:05,사람,입항 예정
포항 영일만항 국제여객(화물) 부두 정문초소 신축공사로 인해 영일만항 울릉크루즈 1주차장에 차량을 주차하신분들은  차량 이동 조치해주시길 바랍니다. (공사기간 24.11.11 ~25.2.10),2024.11.12 17:44,사람,미정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 257명 입니다.",2024.11.13 5:27,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 471명 입니다.",2024.11.14 5:46,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 402명 입니다.",2024.11.15 5:31,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 817명 입니다.",2024.11.16 5:25,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 636명 입니다",2024.11.17 5:14,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 698명 입니다",2024.11.19 5:32,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 410명 입니다",2024.11.20 5:45,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 373명 입니다",2024.11.21 5:39,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 378명 입니다",2024.11.22 5:33,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:00분이며, 탑승인원은 614명 입니다",2024.11.23 5:58,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 241명 입니다",2024.11.24 5:33,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 546명 입니다",2024.11.25 5:35,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 716명 입니다",2024.11.29 5:49,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 746명 입니다",2024.12.1 5:38,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:10분이며, 탑승인원은 413명 입니다",2024.12.2 5:38,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:15분이며, 탑승인원은 440명 입니다",2024.12.3 5:40,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 364명 입니다",2024.12.4 5:52,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 367명 입니다",2024.12.5 5:32,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 574명 입니다",2024.12.7 6:04,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 217명 입니다",2024.12.8 6:23,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 547명 입니다",2024.12.9 6:03,사람,입항 예정
"정정)금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 547명 입니다",2024.12.9 6:04,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 511명 입니다",2024.12.25 5:36,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 716명 입니다",2024.12.28 6:08,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 272명 입니다",2024.12.29 6:26,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 512명 입니다",2024.12.30 6:14,사람,입항 예정
울릉크루즈 운항일정 안내 12월 30일(월) 울릉-포항 12:20 정상운항 (발권가능) 포항-울릉 23:50 운항통제,2024.12.30 9:46,사람,운항불가
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 08:00분이며, 탑승인원은 1,200명 입니다",2025.1.1 6:12,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 383명 입니다",2025.1.2 6:12,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 237명 입니다",2025.1.3 6:09,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 456명 입니다",2025.1.4 6:00,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 202명 입니다",2025.1.5 5:54,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 391명 입니다",2025.1.6 6:06,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 603명 입니다",2025.1.11 6:13,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 311명 입니다",2025.1.12 6:16,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 246명 입니다",2025.1.13 6:09,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 418명 입니다",2025.1.14 6:17,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 400명 입니다",2025.1.15 6:00,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 279명 입니다.",2025.1.16 6:14,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 435명 입니다.",2025.1.17 5:40,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 395명 입니다.",2025.1.18 5:24,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 310명 입니다.",2025.1.19 5:34,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 409명 입니다.",2025.1.20 6:13,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 290명 입니다.",2025.1.21 6:17,사람,입항 예정
"정정)금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 290명 입니다.",2025.1.21 6:18,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 243명 입니다.",2025.1.22 5:32,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 411명 입니다.",2025.1.24 5:55,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 427명 입니다.",2025.1.25 6:01,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 565명 입니다.",2025.1.26 5:48,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:40분이며, 탑승인원은 336명 입니다.",2025.1.27 4:36,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 962명 입니다.",2025.1.31 5:49,사람,입항 예정
"금일(1일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 686명 입니다.",2025.2.1 6:03,사람,입항 예정
"금일(2일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 691명 입니다.",2025.2.2 6:04,사람,입항 예정
"금일(3일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 549명 입니다.",2025.2.3 5:08,사람,입항 예정
엘도라도EX호 2025년 울릉주민 정기권 발행을 시작하였습니다. 자세한 사항은 대저페리 홈페이지를 확인하여 주시기 바랍니다.,2025.2.3 15:03,사람,미정
*정정*엘도라도EX호 2025년 울릉주민 정기권 3월부터 발행 예정입니다. 자세한 사항은 대저페리 홈페이지를 확인하여 주시기 바랍니다.,2025.2.3 16:43,사람,미정
"금일(7일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:10분이며, 탑승인원은 514명 입니다.",2025.2.7 5:38,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 258명 입니다.",2025.2.9 5:54,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 312명 입니다.",2025.2.10 5:48,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 440명 입니다.",2025.2.11 5:35,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 348명 입니다.",2025.2.12 5:56,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 10:50분이며, 탑승인원은 280명 입니다.",2025.2.13 6:44,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 296명 입니다.",2025.2.14 5:59,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 474명 입니다.",2025.2.15 5:43,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:20분이며, 탑승인원은 507명 입니다.",2025.2.16 5:57,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:35분이며, 탑승인원은 408명 입니다.",2025.2.18 6:14,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 388명 입니다.",2025.2.19 6:13,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 754명 입니다.",2025.2.21 5:52,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 569명 입니다.",2025.2.22 6:15,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 402명 입니다.",2025.2.23 5:47,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 524명 입니다.",2025.2.24 5:33,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 530명 입니다.",2025.2.25 5:32,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 409명 입니다.",2025.2.26 5:32,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 551명 입니다.",2025.2.27 5:39,사람,입항 예정
내일(28일)부터 엘도라도EX호 2025년 울릉주민 정기권 발행을 시작합니다. 자세한 사항은 대저페리 홈페이지를 확인하여 주시기 바랍니다.,2025.2.27 11:12,사람,미정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 1029명 입니다.",2025.2.28 5:33,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1165명 입니다.",2025.3.1 5:29,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1121명 입니다.",2025.3.2 5:27,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:55분이며, 탑승인원은 224명 입니다.",2025.3.3 5:40,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 537명 입니다.",2025.3.6 5:39,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 333명 입니다.",2025.3.7 5:46,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 550명 입니다.",2025.3.8 5:33,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 273명 입니다.",2025.3.9 5:41,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:30분이며, 탑승인원은 499명 입니다.",2025.3.10 5:32,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 530명 입니다.",2025.3.11 5:51,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 326명 입니다.",2025.3.12 5:28,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 328명 입니다.",2025.3.13 5:28,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 317명 입니다.",2025.3.14 5:25,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 489명 입니다.",2025.3.15 5:47,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:05분이며, 탑승인원은 399명 입니다.",2025.3.16 5:50,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:45분이며, 탑승인원은 720명 입니다.",2025.3.18 5:54,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 456명 입니다.",2025.3.20 5:44,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 397명 입니다.",2025.3.21 6:00,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 606명 입니다.",2025.3.22 5:22,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 506명 입니다.",2025.3.23 5:47,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 609명 입니다.",2025.3.24 5:24,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 586명 입니다.",2025.3.25 5:30,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 375명 입니다.",2025.3.26 5:45,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 488명 입니다.",2025.3.27 5:34,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:35분이며, 탑승인원은 500명 입니다.",2025.3.28 5:31,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 869명 입니다.",2025.3.29 5:33,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:45분이며, 탑승인원은 294명 입니다.",2025.3.30 5:29,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 610명 입니다.",2025.3.31 5:33,사람,입항 예정
[한진택배] 사동항 울릉크루즈 앞 오전7시부터 당일택배 접수받습니다. 4월1일 부터 5월말까지 주민분들의 많은 관심 부탁드립니다.,2025.3.31 19:28,사람,미정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 696명 입니다.",2025.4.1 5:25,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 853명 입니다.",2025.4.2 5:29,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 264명 입니다.",2025.4.3 5:42,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 483명 입니다.",2025.4.4 5:35,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1.095명 입니다.",2025.4.5 5:35,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20분이며, 탑승인원은 734명 입니다.",2025.4.6 5:25,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20분이며, 탑승인원은 640명 입니다.",2025.4.7 5:31,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:50분이며, 탑승인원은 828명 입니다.",2025.4.8 5:40,사람,입항 예정
"*정정* 금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:35분이며, 탑승인원은 828명 입니다",2025.4.8 6:08,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 534명 입니다.",2025.4.9 5:32,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 606 명 입니다.",2025.4.10 5:33,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 658명 입니다.",2025.4.11 5:31,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1173명 입니다.",2025.4.12 4:57,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 16:40분이며, 탑승인원은 347명 입니다.",2025.4.13 14:17,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 09:50분이며, 탑승인원은 408명 입니다.",2025.4.14 6:51,사람,입항 예정
"금일(15일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:35분이며, 탑승인원은 599명 입니다.",2025.4.15 5:07,사람,입항 예정
"금일(16일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 501명 입니다.",2025.4.16 4:58,사람,입항 예정
"금일(17일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:05분이며, 탑승인원은 653명 입니다.",2025.4.17 4:56,사람,입항 예정
"금일(18일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 833명 입니다.",2025.4.18 4:58,사람,입항 예정
"금일(19일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1176명 입니다.",2025.4.19 5:00,사람,입항 예정
"금일(20일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20분이며, 탑승인원은 743명 입니다.",2025.4.20 4:57,사람,입항 예정
"금일(21일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:05분이며, 탑승인원은 879명 입니다.",2025.4.21 4:56,사람,입항 예정
"금일(22일) 울릉크루즈 울릉(사동항) 입항 예정시간은 05:55분이며, 탑승인원은 1114명 입니다.",2025.4.22 5:01,사람,입항 예정
"금일(23일) 울릉크루즈 울릉(사동항) 입항 예정시간은 07:10분이며, 탑승인원은 960명 입니다.",2025.4.23 5:03,사람,입항 예정
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:05분이며, 탑승인원은 729명 입니다.",2025.4.24 5:02,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20분이며, 탑승인원은 877명 입니다.",2025.4.25 5:01,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 1170명 입니다.",2025.4.26 5:02,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 909명 입니다.",2025.4.27 5:01,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1064명 입니다.",2025.4.28 5:04,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:35분이며, 탑승인원은 1,067명 입니다.",2025.4.29 4:58,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 688명 입니다.",2025.4.30 5:09,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 1173명 입니다.",2025.5.1 5:12,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1158명 입니다.",2025.5.2 5:02,사람,입항 예정
"금일(03일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 1171명 입니다.",2025.5.3 5:16,사람,입항 예정
